antenna 0	Antenna1	714.3	500.0	
antenna 1	Antenna1	1428.6	500.0	
antenna 2	Antenna1	2142.9	500.0	
antenna 3	Antenna1	2857.1	500.0	
antenna 4	Antenna1	3571.4	500.0	
antenna 5	Antenna1	4285.7	500.0	
antenna 6	Antenna1	714.3	1000.0	
antenna 7	Antenna1	1428.6	1000.0	
antenna 8	Antenna1	2142.9	1000.0	
antenna 9	Antenna1	2857.1	1000.0	
antenna 10	Antenna1	3571.4	1000.0	
antenna 11	Antenna1	4285.7	1000.0	
antenna 12	Antenna1	714.3	1500.0	
antenna 13	Antenna1	1428.6	1500.0	
antenna 14	Antenna1	2142.9	1500.0	
antenna 15	Antenna1	2857.1	1500.0	
antenna 16	Antenna1	3571.4	1500.0	
antenna 17	Antenna1	4285.7	1500.0	
antenna 18	Antenna1	714.3	2000.0	
antenna 19	Antenna1	1428.6	2000.0	
antenna 20	Antenna1	2142.9	2000.0	
antenna 21	Antenna1	2857.1	2000.0	
antenna 22	Antenna1	3571.4	2000.0	
antenna 23	Antenna1	4285.7	2000.0	
antenna 24	Antenna1	714.3	2500.0	
antenna 25	Antenna1	1428.6	2500.0	
antenna 26	Antenna1	2142.9	2500.0	
antenna 27	Antenna1	2857.1	2500.0	
antenna 28	Antenna1	3571.4	2500.0	
antenna 29	Antenna1	4285.7	2500.0	
antenna 30	Antenna1	714.3	3000.0	
antenna 31	Antenna1	1428.6	3000.0	
antenna 32	Antenna1	2142.9	3000.0	
antenna 33	Antenna1	2857.1	3000.0	
antenna 34	Antenna1	3571.4	3000.0	
antenna 35	Antenna1	4285.7	3000.0	
antenna 36	Antenna1	714.3	3500.0	
antenna 37	Antenna1	1428.6	3500.0	
antenna 38	Antenna1	2142.9	3500.0	
antenna 39	Antenna1	2857.1	3500.0	
ue     	477	UE3-App3	1849.7	3031.5	app3
ue     	478	UE3-App3	2822.9	2592.5	app3
ue     	479	UE3-App3	1953.7	2902.8	app3
ue     	480	UE3-App3	3746.7	2622.9	app3
ue     	481	UE3-App3	856.4	783.6	app3
ue     	482	UE3-App3	3841.8	3437.7	app3
ue     	483	UE3-App3	1515.7	1647.8	app3
ue     	484	UE3-App3	2214.0	2502.8	app3
ue     	485	UE3-App3	1013.4	1322.3	app3
ue     	486	UE3-App3	4612.7	2334.1	app3
ue     	487	UE3-App3	3829.6	1017.8	app3
ue     	488	UE3-App3	3130.6	1476.4	app3
ue     	489	UE3-App3	2922.0	632.8	app3
ue     	490	UE3-App3	2485.3	259.7	app3
ue     	491	UE3-App3	664.4	2559.0	app3
ue     	492	UE3-App3	3701.9	2666.4	app3
ue     	493	UE3-App3	1966.9	1972.1	app3
ue     	494	UE3-App3	1054.7	1314.2	app3
ue     	495	UE3-App3	1047.6	913.1	app3
ue     	496	UE3-App3	4362.7	507.9	app3
ue     	497	UE3-App3	1237.6	547.2	app3
ue     	498	UE3-App3	2911.3	1529.9	app3
ue     	499	UE3-App3	3743.3	3685.1	app3
ue     	500	UE3-App3	319.2	3882.2	app3
ue     	501	UE3-App3	2962.8	2823.8	app3
ue     	502	UE3-App3	4492.9	3823.7	app3
ue     	503	UE3-App3	3340.7	987.5	app3
ue     	504	UE3-App3	4314.3	1365.2	app3
ue     	505	UE3-App3	1018.9	1566.6	app3
ue     	506	UE3-App3	2811.8	3636.8	app3
ue     	507	UE3-App3	2687.8	1243.9	app3
ue     	508	UE3-App3	3872.6	3915.2	app3
ue     	509	UE3-App3	3465.2	3358.7	app3
ue     	510	UE3-App3	2117.0	1309.2	app3
ue     	511	UE3-App3	1788.9	2897.0	app3
ue     	512	UE3-App3	2915.4	149.6	app3
ue     	513	UE3-App3	3794.5	2556.7	app3
ue     	514	UE3-App3	3886.6	3932.4	app3
ue     	515	UE3-App3	3576.8	73.8	app3
ue     	516	UE3-App3	92.1	3737.5	app3
ue     	517	UE3-App3	285.1	250.7	app3
ue     	518	UE3-App3	3579.0	381.6	app3
ue     	519	UE3-App3	1679.1	761.6	app3
ue     	520	UE3-App3	1277.6	758.9	app3
ue     	521	UE3-App3	1231.5	92.1	app3
ue     	522	UE3-App3	350.1	869.5	app3
ue     	523	UE3-App3	1647.9	551.6	app3
ue     	524	UE3-App3	823.9	3814.4	app3
ue     	525	UE3-App3	3709.4	2323.6	app3
ue     	526	UE3-App3	3351.4	951.5	app3
ue     	527	UE3-App3	2114.1	1845.5	app3
ue     	528	UE3-App3	3300.6	1404.1	app3
ue     	529	UE3-App3	4350.4	3502.7	app3
ue     	530	UE3-App3	713.4	1804.4	app3
ue     	531	UE3-App3	2667.0	3283.9	app3
ue     	532	UE3-App3	699.5	891.9	app3
ue     	533	UE3-App3	820.4	3483.1	app3
ue     	534	UE3-App3	1328.8	2496.2	app3
ue     	535	UE3-App3	474.9	939.9	app3
ue     	536	UE3-App3	3406.8	1490.6	app3
ue     	537	UE3-App3	1814.1	3514.3	app3
ue     	538	UE3-App3	1195.3	3667.8	app3
ue     	539	UE3-App3	70.6	253.8	app3
ue     	540	UE3-App3	3692.1	1118.5	app3
ue     	541	UE3-App3	3860.5	2766.9	app3
ue     	542	UE3-App3	3257.6	2065.7	app3
ue     	543	UE3-App3	1226.2	3404.1	app3
ue     	544	UE3-App3	4571.4	3440.8	app3
ue     	545	UE3-App3	1046.7	1747.5	app3
ue     	546	UE3-App3	193.6	3129.5	app3
ue     	547	UE3-App3	275.7	431.8	app3
ue     	548	UE3-App3	4501.1	1563.0	app3
ue     	549	UE3-App3	2616.8	2797.6	app3
ue     	550	UE3-App3	3586.7	42.0	app3
ue     	551	UE3-App3	2747.1	2653.7	app3
ue     	552	UE3-App3	4809.9	2910.7	app3
ue     	553	UE3-App3	763.3	3814.3	app3
ue     	554	UE3-App3	4285.8	2268.2	app3
ue     	555	UE3-App3	3115.2	2316.5	app3
ue     	556	UE3-App3	3480.5	3420.1	app3
ue     	557	UE3-App3	314.8	3754.0	app3
ue     	558	UE3-App3	2234.4	3461.3	app3
ue     	559	UE3-App3	1372.4	2005.5	app3
ue     	560	UE3-App3	1309.2	2662.9	app3
ue     	561	UE3-App3	4004.2	1852.5	app3
ue     	562	UE3-App3	614.1	1858.4	app3
ue     	563	UE3-App3	689.4	3961.3	app3
ue     	564	UE3-App3	3107.2	2148.4	app3
ue     	565	UE3-App3	2974.2	1237.4	app3
ue     	566	UE3-App3	3702.4	3608.7	app3
ue     	567	UE3-App3	4419.9	2530.8	app3
ue     	568	UE3-App3	4348.8	2300.9	app3
ue     	569	UE3-App3	1444.2	793.8	app3
ue     	570	UE3-App3	1121.1	2592.0	app3
ue     	571	UE3-App3	1573.0	374.2	app3
ue     	572	UE3-App3	4376.7	992.3	app3
ue     	573	UE3-App3	1975.6	2797.4	app3
ue     	574	UE3-App3	1547.4	2145.7	app3
ue     	575	UE3-App3	4566.4	2820.3	app3
ue     	576	UE3-App3	1405.5	3511.1	app3
ue     	577	UE3-App3	2957.3	2932.8	app3
ue     	578	UE3-App3	3627.3	430.1	app3
ue     	579	UE3-App3	3414.9	555.2	app3
ue     	580	UE3-App3	4430.3	555.1	app3
ue     	581	UE3-App3	3355.6	1844.3	app3
ue     	582	UE3-App3	4785.3	3443.9	app3
ue     	583	UE3-App3	1370.8	3207.3	app3
ue     	584	UE3-App3	425.7	2449.1	app3
ue     	585	UE3-App3	4193.0	3730.7	app3
ue     	586	UE3-App3	1689.3	1263.5	app3
ue     	587	UE3-App3	3432.9	1182.6	app3
ue     	588	UE3-App3	1234.9	3912.5	app3
ue     	589	UE3-App3	2834.5	216.0	app3
ue     	590	UE3-App3	2622.2	1483.8	app3
ue     	591	UE3-App3	3861.4	2523.9	app3
ue     	592	UE3-App3	1309.7	3377.5	app3
ue     	593	UE3-App3	1469.8	2680.5	app3
ue     	594	UE3-App3	1076.6	285.1	app3
ue     	595	UE3-App3	1089.4	2716.4	app3
ue     	596	UE3-App3	2561.2	2738.0	app3
ue     	597	UE3-App3	657.2	738.0	app3
ue     	598	UE3-App3	404.6	1426.0	app3
ue     	599	UE3-App3	1177.0	3804.1	app3
ue     	600	UE3-App3	4071.7	3009.0	app3
ue     	601	UE3-App3	38.9	2015.0	app3
ue     	602	UE3-App3	38.5	2864.7	app3
ue     	603	UE3-App3	2190.3	684.2	app3
ue     	604	UE3-App3	1480.9	1197.7	app3
ue     	605	UE3-App3	4772.3	223.6	app3
ue     	606	UE3-App3	4473.0	3913.8	app3
ue     	607	UE3-App3	4418.9	902.5	app3
ue     	608	UE3-App3	4275.9	1457.1	app3
ue     	609	UE3-App3	4210.6	569.7	app3
ue     	610	UE3-App3	4930.0	3572.4	app3
ue     	611	UE3-App3	3727.9	3321.3	app3
ue     	612	UE3-App3	2871.8	773.6	app3
ue     	613	UE3-App3	2298.6	673.4	app3
ue     	614	UE3-App3	4064.7	591.1	app3
ue     	615	UE3-App3	726.3	3850.5	app3
ue     	616	UE3-App3	2767.9	2191.5	app3
ue     	617	UE3-App3	2671.0	2072.8	app3
ue     	618	UE3-App3	296.1	360.0	app3
ue     	619	UE3-App3	2324.4	1916.5	app3
ue     	620	UE3-App3	4102.8	3873.8	app3
ue     	621	UE3-App3	4189.1	2047.2	app3
ue     	622	UE3-App3	909.3	1686.7	app3
ue     	623	UE3-App3	2433.8	99.1	app3
ue     	624	UE3-App3	3465.8	3955.7	app3
ue     	625	UE3-App3	1288.8	3567.5	app3
ue     	626	UE3-App3	1918.5	2525.6	app3
ue     	627	UE3-App3	3717.2	2305.4	app3
ue     	628	UE3-App3	2679.2	693.3	app3
ue     	629	UE3-App3	4517.3	3144.2	app3
ue     	630	UE3-App3	2497.7	1609.7	app3
ue     	631	UE3-App3	696.2	2439.7	app3
ue     	632	UE3-App3	3922.3	3581.4	app3
ue     	633	UE3-App3	2299.5	1131.1	app3
ue     	634	UE3-App3	709.3	448.4	app3
ue     	635	UE3-App3	1128.7	2339.0	app3
ue     	636	UE3-App3	3509.4	3520.5	app3
ue     	637	UE3-App3	4449.1	1484.4	app3
ue     	638	UE3-App3	3610.6	812.8	app3
ue     	639	UE3-App3	2499.7	3854.0	app3
ue     	640	UE3-App3	2043.1	3059.0	app3
ue     	641	UE3-App3	3776.8	3284.7	app3
ue     	642	UE3-App3	2987.7	3012.9	app3
ue     	643	UE3-App3	4775.6	1816.2	app3
ue     	644	UE3-App3	1033.0	1526.1	app3
ue     	645	UE3-App3	2839.3	2411.7	app3
ue     	646	UE3-App3	1729.2	2615.1	app3
ue     	647	UE3-App3	988.3	877.8	app3
ue     	648	UE3-App3	3894.6	2566.1	app3
ue     	649	UE3-App3	4045.5	2123.7	app3
ue     	650	UE3-App3	3716.8	693.7	app3
ue     	651	UE3-App3	2061.9	3017.6	app3
ue     	652	UE3-App3	3735.9	748.5	app3
ue     	653	UE3-App3	515.2	1248.0	app3
ue     	654	UE3-App3	1302.9	2663.1	app3
ue     	655	UE3-App3	71.1	2667.3	app3
ue     	656	UE3-App3	2034.4	3279.2	app3
ue     	657	UE3-App3	3249.6	3414.4	app3
ue     	658	UE3-App3	2842.2	3825.1	app3
ue     	659	UE3-App3	4939.2	3832.6	app3
ue     	660	UE3-App3	1939.5	3857.6	app3
ue     	661	UE3-App3	3881.5	3769.9	app3
ue     	662	UE3-App3	4585.7	2687.8	app3
ue     	663	UE3-App3	1815.2	3604.9	app3
ue     	664	UE3-App3	268.9	3407.6	app3
ue     	665	UE3-App3	26.5	1626.4	app3
ue     	666	UE3-App3	868.5	2607.7	app3
ue     	667	UE3-App3	4664.1	886.9	app3
ue     	668	UE3-App3	3314.9	2356.6	app3
ue     	669	UE3-App3	1329.3	648.9	app3
ue     	670	UE3-App3	2680.0	2083.3	app3
ue     	671	UE3-App3	4988.6	2196.5	app3
ue     	672	UE3-App3	1506.2	1136.6	app3
ue     	673	UE3-App3	148.8	256.3	app3
ue     	674	UE3-App3	299.3	2916.6	app3
ue     	675	UE3-App3	4715.9	3627.8	app3
ue     	676	UE3-App3	2705.3	173.6	app3
ue     	677	UE3-App3	4827.5	3982.0	app3
ue     	678	UE3-App3	2540.4	2445.0	app3
ue     	679	UE3-App3	2592.1	509.4	app3
ue     	680	UE3-App3	1326.1	1343.5	app3
ue     	681	UE3-App3	2077.1	2496.9	app3
ue     	682	UE3-App3	2791.5	3577.6	app3
ue     	683	UE3-App3	1074.9	2311.0	app3
ue     	684	UE3-App3	4879.5	983.6	app3
ue     	685	UE3-App3	844.9	1081.4	app3
ue     	686	UE3-App3	3089.1	209.5	app3
ue     	687	UE3-App3	1690.6	2078.2	app3
ue     	688	UE3-App3	157.6	1923.5	app3
ue     	689	UE3-App3	4474.3	1462.5	app3
ue     	690	UE3-App3	1779.7	1293.2	app3
ue     	691	UE3-App3	2749.8	1456.4	app3
ue     	692	UE3-App3	2991.9	2933.8	app3
ue     	693	UE3-App3	579.3	2692.0	app3
ue     	694	UE3-App3	4522.4	713.0	app3
ue     	695	UE3-App3	4885.3	1017.6	app3
ue     	696	UE3-App3	2561.6	1339.3	app3
ue     	697	UE3-App3	3333.8	2647.1	app3
ue     	698	UE3-App3	2362.4	2830.8	app3
ue     	699	UE3-App3	3750.1	2245.2	app3
ue     	700	UE3-App3	2858.2	3490.5	app3
ue     	701	UE3-App3	1617.5	1972.4	app3
ue     	702	UE3-App3	3068.5	3451.5	app3
ue     	703	UE3-App3	2121.9	1422.4	app3
ue     	704	UE3-App3	2469.7	3416.2	app3
ue     	705	UE3-App3	2931.6	2578.5	app3
ue     	706	UE3-App3	4485.8	2218.0	app3
ue     	707	UE3-App3	2661.5	1165.2	app3
ue     	708	UE3-App3	4583.9	1974.6	app3
ue     	709	UE3-App3	1370.2	471.2	app3
ue     	710	UE3-App3	887.5	1975.3	app3
ue     	711	UE3-App3	722.2	2694.7	app3
ue     	712	UE3-App3	1806.2	273.5	app3
ue     	713	UE3-App3	3971.9	3416.9	app3
ue     	714	UE3-App3	1781.2	1749.3	app3
ue     	715	UE3-App3	4821.7	2664.4	app3
ue     	716	UE3-App3	2158.2	2825.2	app3
ue     	717	UE3-App3	4785.3	696.4	app3
ue     	718	UE3-App3	4550.0	955.6	app3
ue     	719	UE3-App3	4955.2	2092.1	app3
ue     	720	UE3-App3	897.8	2580.8	app3
ue     	721	UE3-App3	21.1	3807.3	app3
ue     	722	UE3-App3	4944.1	3113.7	app3
ue     	723	UE3-App3	1228.2	144.6	app3
ue     	724	UE3-App3	3643.1	3605.5	app3
ue     	725	UE3-App3	2390.9	1524.6	app3
ue     	726	UE3-App3	920.6	190.6	app3
ue     	727	UE3-App3	2145.6	947.1	app3
ue     	728	UE3-App3	2593.0	3252.1	app3
ue     	729	UE3-App3	3055.4	259.4	app3
ue     	730	UE3-App3	3171.0	2143.7	app3
ue     	731	UE3-App3	88.6	2924.7	app3
ue     	732	UE3-App3	443.1	617.3	app3
ue     	733	UE3-App3	4410.3	2835.8	app3
ue     	734	UE3-App3	4098.9	1639.9	app3
ue     	735	UE3-App3	271.6	913.6	app3
ue     	736	UE3-App3	3146.5	71.6	app3
ue     	737	UE3-App3	1946.6	3362.0	app3
ue     	738	UE3-App3	946.8	2069.5	app3
ue     	739	UE3-App3	4313.2	328.5	app3
ue     	740	UE3-App3	1480.0	218.2	app3
ue     	741	UE3-App3	2342.0	2157.1	app3
ue     	742	UE3-App3	2297.2	1246.2	app3
ue     	743	UE3-App3	460.8	1683.3	app3
ue     	744	UE3-App3	3720.2	938.0	app3
ue     	745	UE3-App3	2994.5	1696.0	app3
ue     	746	UE3-App3	2508.9	1521.8	app3
ue     	747	UE3-App3	1761.2	1415.8	app3
ue     	748	UE3-App3	3202.8	3015.1	app3
ue     	749	UE3-App3	4128.7	1527.0	app3
ue     	750	UE3-App3	413.7	2076.1	app3
ue     	751	UE3-App3	2688.9	1268.1	app3
ue     	752	UE3-App3	2451.3	2262.4	app3
ue     	753	UE3-App3	380.8	1374.8	app3
ue     	754	UE3-App3	152.8	1661.8	app3
ue     	755	UE3-App3	3692.3	1503.0	app3
ue     	756	UE3-App3	2253.2	1129.8	app3
ue     	757	UE3-App3	3826.7	1486.3	app3
ue     	758	UE3-App3	4081.7	1935.5	app3
ue     	759	UE3-App3	1128.3	1877.2	app3
ue     	760	UE3-App3	3298.2	322.6	app3
ue     	761	UE3-App3	1574.6	810.1	app3
ue     	762	UE3-App3	380.0	847.3	app3
ue     	763	UE3-App3	2760.2	2299.7	app3
ue     	764	UE3-App3	4370.4	2806.9	app3
ue     	765	UE3-App3	4359.4	2896.4	app3
ue     	766	UE3-App3	2387.7	737.9	app3
ue     	767	UE3-App3	4631.8	248.0	app3
ue     	768	UE3-App3	2264.9	1231.0	app3
ue     	769	UE3-App3	1989.5	544.1	app3
ue     	770	UE3-App3	920.8	1119.6	app3
ue     	771	UE3-App3	4638.1	2634.8	app3
ue     	772	UE3-App3	520.5	3580.0	app3
ue     	773	UE3-App3	4550.8	283.7	app3
ue     	774	UE3-App3	4847.9	1323.1	app3
ue     	775	UE3-App3	4652.0	2438.3	app3
ue     	776	UE3-App3	1894.6	3926.7	app3
ue     	777	UE3-App3	1545.2	850.3	app3
ue     	778	UE3-App3	428.7	3385.4	app3
ue     	779	UE3-App3	701.7	3113.3	app3
ue     	780	UE3-App3	1359.7	3307.5	app3
ue     	781	UE3-App3	4984.4	194.6	app3
ue     	782	UE3-App3	613.0	2481.6	app3
ue     	783	UE3-App3	4041.2	211.6	app3
ue     	784	UE3-App3	3855.5	514.3	app3
ue     	785	UE3-App3	3256.6	2597.3	app3
ue     	786	UE3-App3	324.7	3234.7	app3
ue     	787	UE3-App3	2139.5	1159.5	app3
ue     	788	UE3-App3	58.4	2736.8	app3
ue     	789	UE3-App3	970.5	1371.0	app3
ue     	790	UE3-App3	4602.5	1087.3	app3
ue     	791	UE3-App3	1865.6	2312.7	app3
ue     	792	UE3-App3	2105.2	1863.5	app3
ue     	793	UE3-App3	2590.7	71.0	app3
ue     	794	UE3-App3	2117.1	199.1	app3
ue     	795	UE3-App3	3343.6	1012.6	app3
ue     	796	UE3-App3	797.3	1370.2	app3
ue     	797	UE3-App3	659.7	558.6	app3
ue     	798	UE3-App3	3085.4	1237.1	app3
ue     	799	UE3-App3	4907.4	1653.6	app3
ue     	800	UE3-App3	2641.2	3265.6	app3
ue     	801	UE3-App3	2779.4	3370.4	app3
ue     	802	UE3-App3	2580.7	1428.7	app3
ue     	803	UE3-App3	4316.7	3005.8	app3
ue     	804	UE3-App3	3594.6	966.6	app3
ue     	805	UE3-App3	3707.3	3847.7	app3
ue     	806	UE3-App3	3379.9	699.2	app3
ue     	807	UE3-App3	4059.1	175.3	app3
ue     	808	UE3-App3	3215.6	269.7	app3
ue     	809	UE3-App3	626.0	893.6	app3
ue     	810	UE3-App3	2274.1	379.8	app3
ue     	811	UE3-App3	4608.7	929.2	app3
ue     	812	UE3-App3	4437.4	163.2	app3
ue     	813	UE3-App3	3010.8	2067.1	app3
ue     	814	UE3-App3	649.5	2687.3	app3
ue     	815	UE3-App3	1970.2	2367.4	app3
ue     	816	UE3-App3	3062.6	1985.7	app3
ue     	817	UE3-App3	4214.0	3577.0	app3
ue     	818	UE3-App3	2377.0	1479.4	app3
ue     	819	UE3-App3	3971.3	964.0	app3
ue     	820	UE3-App3	3478.3	2647.7	app3
ue     	821	UE3-App3	3774.4	3316.0	app3
ue     	822	UE3-App3	1833.2	2449.0	app3
ue     	823	UE3-App3	297.2	70.8	app3
ue     	824	UE3-App3	4404.1	3641.2	app3
ue     	825	UE3-App3	2814.4	3679.1	app3
ue     	826	UE3-App3	2410.1	139.5	app3
ue     	827	UE3-App3	2385.9	2396.4	app3
ue     	828	UE3-App3	2659.5	2746.6	app3
ue     	829	UE3-App3	3660.8	1264.2	app3
ue     	830	UE3-App3	1202.7	1041.3	app3
ue     	831	UE3-App3	1836.2	504.8	app3
ue     	832	UE3-App3	2048.1	83.2	app3
ue     	833	UE3-App3	871.2	3472.4	app3
ue     	834	UE3-App3	46.3	2981.0	app3
ue     	835	UE3-App3	2280.0	2051.5	app3
ue     	836	UE3-App3	4622.2	659.3	app3
ue     	837	UE3-App3	3159.0	1573.1	app3
ue     	838	UE3-App3	4425.0	1464.3	app3
ue     	839	UE3-App3	3075.6	3437.4	app3
ue     	840	UE3-App3	2668.3	1450.2	app3
ue     	841	UE3-App3	1674.3	2862.5	app3
ue     	842	UE3-App3	1470.4	2110.2	app3
ue     	843	UE3-App3	1621.0	1275.8	app3
ue     	844	UE3-App3	1373.8	3039.1	app3
ue     	845	UE3-App3	1906.4	787.2	app3
ue     	846	UE3-App3	2817.4	2378.6	app3
ue     	847	UE3-App3	147.4	3933.4	app3
ue     	848	UE3-App3	4663.0	3284.6	app3
ue     	849	UE3-App3	4069.0	3112.1	app3
ue     	850	UE3-App3	3971.4	2836.6	app3
ue     	851	UE3-App3	4989.5	3921.5	app3
ue     	852	UE3-App3	1492.8	3094.0	app3
ue     	853	UE3-App3	515.7	2467.9	app3
ue     	854	UE3-App3	4333.0	3053.9	app3
ue     	855	UE3-App3	1398.4	1433.2	app3
ue     	856	UE3-App3	2376.6	3935.5	app3
ue     	857	UE3-App3	2756.7	3858.1	app3
ue     	858	UE3-App3	723.9	1636.1	app3
ue     	859	UE3-App3	279.4	157.5	app3
ue     	860	UE3-App3	4479.3	1664.1	app3
ue     	861	UE3-App3	431.7	2493.2	app3
ue     	862	UE3-App3	4840.4	650.4	app3
ue     	863	UE3-App3	672.2	814.0	app3
ue     	864	UE3-App3	1265.6	332.4	app3
ue     	865	UE3-App3	1787.8	69.9	app3
ue     	866	UE3-App3	12.6	2484.5	app3
ue     	867	UE3-App3	2448.8	443.2	app3
ue     	868	UE3-App3	2232.2	860.8	app3
ue     	869	UE3-App3	1622.1	960.3	app3
ue     	870	UE3-App3	350.7	3735.7	app3
ue     	871	UE3-App3	2976.5	1736.8	app3
ue     	872	UE3-App3	4864.2	916.1	app3
ue     	873	UE3-App3	3327.1	406.1	app3
ue     	874	UE3-App3	2511.9	1062.9	app3
ue     	875	UE3-App3	3007.5	3895.0	app3
ue     	876	UE3-App3	1419.4	1271.5	app3
ue     	877	UE3-App3	667.5	2795.3	app3
ue     	878	UE3-App3	4708.3	578.1	app3
ue     	879	UE3-App3	281.9	1606.9	app3
ue     	880	UE3-App3	2448.4	2575.6	app3
ue     	881	UE3-App3	3730.7	988.1	app3
ue     	882	UE3-App3	2356.0	294.5	app3
ue     	883	UE3-App3	951.6	2272.3	app3
ue     	884	UE3-App3	1736.3	282.3	app3
ue     	885	UE3-App3	1011.7	3042.9	app3
ue     	886	UE3-App3	2430.3	2323.0	app3
ue     	887	UE3-App3	4418.2	1976.3	app3
ue     	888	UE3-App3	1102.2	3366.4	app3
ue     	889	UE3-App3	3865.8	1453.3	app3
ue     	890	UE3-App3	2390.8	2949.7	app3
ue     	891	UE3-App3	2402.8	878.2	app3
ue     	892	UE3-App3	3557.5	2566.4	app3
ue     	893	UE3-App3	2343.0	1983.6	app3
ue     	894	UE3-App3	4459.1	1834.9	app3
ue     	895	UE3-App3	3037.0	1150.8	app3
ue     	896	UE3-App3	4028.0	2269.5	app3
ue     	897	UE3-App3	1667.6	282.2	app3
ue     	898	UE3-App3	2961.5	148.1	app3
ue     	899	UE3-App3	119.0	2761.9	app3
ue     	900	UE3-App3	1544.6	809.7	app3
ue     	901	UE3-App3	4220.1	585.3	app3
ue     	902	UE3-App3	4595.8	217.1	app3
ue     	903	UE3-App3	3897.1	3010.8	app3
ue     	904	UE3-App3	3668.0	2531.1	app3
ue     	905	UE3-App3	2303.6	3482.1	app3
ue     	906	UE3-App3	4090.5	3700.0	app3
ue     	907	UE3-App3	2203.8	694.3	app3
ue     	908	UE3-App3	377.9	3598.7	app3
ue     	909	UE3-App3	173.7	1352.1	app3
ue     	910	UE3-App3	853.1	21.2	app3
ue     	911	UE3-App3	4283.8	468.6	app3
ue     	912	UE3-App3	1568.6	1174.0	app3
ue     	913	UE3-App3	4950.4	372.6	app3
ue     	914	UE3-App3	1075.7	2411.5	app3
ue     	915	UE3-App3	3797.0	1582.7	app3
ue     	916	UE3-App3	3063.2	3960.3	app3
ue     	917	UE3-App3	995.4	328.5	app3
ue     	918	UE3-App3	571.6	951.0	app3
ue     	919	UE3-App3	1135.4	300.3	app3
ue     	920	UE3-App3	3179.4	167.1	app3
ue     	921	UE3-App3	1877.0	3112.3	app3
ue     	922	UE3-App3	4140.1	3518.6	app3
ue     	923	UE3-App3	2174.4	1487.6	app3
ue     	924	UE3-App3	2970.6	2343.4	app3
ue     	925	UE3-App3	3856.8	739.2	app3
ue     	926	UE3-App3	3800.2	1545.3	app3
ue     	927	UE3-App3	1571.7	1334.6	app3
ue     	928	UE3-App3	1956.8	1489.0	app3
ue     	929	UE3-App3	4385.9	1089.3	app3
ue     	930	UE3-App3	1292.6	3152.4	app3
ue     	931	UE3-App3	2548.2	648.0	app3
ue     	932	UE3-App3	585.0	1551.0	app3
ue     	933	UE3-App3	225.9	2136.0	app3
ue     	934	UE3-App3	840.2	1362.7	app3
ue     	935	UE3-App3	1138.7	1360.4	app3
ue     	936	UE3-App3	2483.4	901.6	app3
ue     	937	UE3-App3	3869.2	3483.8	app3
ue     	938	UE3-App3	1685.8	3224.0	app3
ue     	939	UE3-App3	3757.4	3135.6	app3
ue     	940	UE3-App3	1333.3	3358.1	app3
ue     	941	UE3-App3	604.5	2293.4	app3
ue     	942	UE3-App3	1131.9	2382.3	app3
ue     	943	UE3-App3	246.2	3039.1	app3
ue     	944	UE3-App3	4675.8	919.7	app3
ue     	945	UE3-App3	2108.8	2912.2	app3
ue     	946	UE3-App3	3478.7	49.9	app3
ue     	947	UE3-App3	4027.3	2152.3	app3
ue     	948	UE3-App3	3597.7	1308.8	app3
ue     	949	UE3-App3	696.4	2891.8	app3
ue     	950	UE3-App3	2723.0	199.0	app3
ue     	951	UE3-App3	1642.2	981.1	app3
ue     	952	UE3-App3	3518.1	1649.9	app3
ue     	953	UE3-App3	3154.7	1499.9	app3
ue     	954	UE3-App3	2484.8	2310.8	app3
ue     	955	UE3-App3	1387.4	2456.6	app3
ue     	956	UE3-App3	719.9	1017.1	app3
ue     	957	UE3-App3	551.5	1931.7	app3
ue     	958	UE3-App3	4879.3	2122.0	app3
ue     	959	UE3-App3	3674.4	1254.6	app3
ue     	960	UE3-App3	3227.4	2252.8	app3
ue     	961	UE3-App3	1139.5	3594.9	app3
ue     	962	UE3-App3	2371.9	3055.6	app3
ue     	963	UE3-App3	68.5	2583.0	app3
ue     	964	UE3-App3	4763.0	3886.0	app3
ue     	965	UE3-App3	3402.6	870.6	app3
ue     	966	UE3-App3	2907.7	1814.0	app3
ue     	967	UE3-App3	145.8	1769.0	app3
ue     	968	UE3-App3	3289.1	525.4	app3
ue     	969	UE3-App3	3472.7	3914.7	app3
ue     	970	UE3-App3	2734.9	1297.3	app3
ue     	971	UE3-App3	3556.0	984.0	app3
ue     	972	UE3-App3	4983.0	2721.0	app3
ue     	973	UE3-App3	714.6	3827.0	app3
ue     	974	UE3-App3	1353.4	3740.8	app3
ue     	975	UE3-App3	4583.2	3310.0	app3
ue     	976	UE3-App3	1605.0	3817.0	app3
ue     	977	UE3-App3	304.0	1891.6	app3
ue     	978	UE3-App3	1266.1	55.4	app3
ue     	979	UE3-App3	315.8	345.6	app3
ue     	980	UE3-App3	877.5	2657.0	app3
ue     	981	UE3-App3	3682.0	3334.2	app3
ue     	982	UE3-App3	2001.6	2439.9	app3
ue     	983	UE3-App3	4652.8	1448.1	app3
ue     	984	UE3-App3	1609.0	2154.5	app3
ue     	985	UE3-App3	3962.6	3235.1	app3
ue     	986	UE3-App3	3269.9	556.6	app3
ue     	987	UE3-App3	4149.5	3467.1	app3
ue     	988	UE3-App3	3964.6	3449.6	app3
